mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,chroma_mean,chroma_std,rms_mean,rms_std,tempo,genre,source_file,chunk_id
-232.46214,63.247715,62.247253,30.841566,-12.082927,35.553368,51.59698,16.688698,-3.4932408,13.535379,18.614374,12.519502,-21.084026,8.918687,10.350459,11.00301,-15.932962,7.9418263,15.577722,6.4568324,-16.708656,7.8613896,15.046125,7.2038503,-11.508644,9.069362,2992.709793336294,754.3292190688037,5935.7102614182695,1192.2263347003138,0.1669208233173077,0.06063529207922787,0.4311875,0.31515142,0.03548825,0.0246515,117.45383522727273,metal,metal.00070.wav,5
-185.7989,34.493557,86.08519,23.272125,0.56336904,19.870892,60.081932,12.758276,-7.323376,9.634265,18.48269,10.7328825,-18.467463,7.6259727,15.890974,11.189063,-15.124506,8.1672735,17.46809,6.1313415,-19.741179,6.8851976,11.624409,6.6179757,-10.569551,6.7544518,2429.69068940859,667.5036822875089,5372.368539663462,1102.7083119700626,0.11332632211538461,0.058154574275164794,0.4294886,0.28441796,0.059647944,0.027643794,117.45383522727273,metal,metal.00070.wav,6
-168.88806,44.115673,111.04866,26.959452,-8.149287,12.062454,66.94665,8.97587,-4.9979,7.4931674,24.740818,9.590069,-14.743395,8.621712,12.507057,8.007766,-10.139998,6.022348,16.309517,6.988996,-11.852688,5.370542,9.848293,4.9424796,-5.924598,5.813222,1890.79070068667,684.4342977556472,4255.9547776442305,1154.1533007995977,0.07683668870192308,0.05525533149209059,0.5108428,0.26685315,0.07649647,0.019587887,117.45383522727273,metal,metal.00070.wav,7
-145.64095,26.534018,81.34222,11.850867,-10.182815,11.170771,62.86547,9.222686,-11.1291485,8.85221,20.20576,8.439359,-20.993795,5.626161,15.809547,6.45588,-15.293963,4.8290195,24.773104,8.067829,-12.140141,5.595886,15.750887,7.185546,-11.964734,5.100694,2686.383426569427,292.3227627671249,5648.656099759615,491.6402959131721,0.1328801081730769,0.035634072256519815,0.43528238,0.26818857,0.059338886,0.019735347,117.45383522727273,metal,metal.00070.wav,8
-133.17987,20.976145,79.47751,10.387884,-17.14419,11.427527,56.46462,8.833991,-14.380116,7.409004,25.683615,11.209717,-20.26118,8.021925,19.434164,6.112051,-14.204549,5.5138206,23.390028,7.245649,-12.123671,6.4305277,12.311239,7.163686,-11.169112,5.682252,2778.360002504078,296.03232115158346,5730.896371694712,356.6961001361984,0.1489483173076923,0.044093419521925775,0.47246626,0.2682697,0.06169699,0.020639483,117.45383522727273,metal,metal.00070.wav,9
-172.27847,115.13372,73.69732,23.830095,-17.910795,33.554848,55.980583,11.067043,-12.76718,16.867971,23.795473,10.613589,-11.271546,13.064215,24.509258,6.4761543,-15.631511,8.959542,17.297503,7.684712,-20.005465,5.5806227,13.570513,6.5566244,-11.729029,7.004835,2873.563062733083,652.2480107600115,5706.630108173077,1291.2575987555217,0.16305213341346153,0.06955458368287433,0.4666253,0.2930001,0.0679124,0.04136772,95.703125,metal,metal.00064.wav,0
-98.75888,57.822002,69.72702,27.18703,-43.50158,28.08728,52.771065,11.219891,-13.545964,10.274165,20.070042,11.960638,-19.303385,12.8299885,22.217377,9.002576,-19.621185,9.423681,18.795496,7.9217215,-19.950274,4.8105707,13.607319,7.357433,-19.510122,8.473349,3038.9020580016336,722.8145405469661,5449.722430889423,1262.5355907042251,0.2221454326923077,0.08481624810967099,0.46058857,0.2696648,0.09012087,0.036998574,92.28515625,metal,metal.00064.wav,1
-99.72607,40.36303,94.124535,20.258663,-54.393757,23.096266,56.371265,12.737701,-4.392543,9.655442,18.86661,11.185032,-8.196162,13.777432,23.130892,10.710041,-10.767199,10.6478615,21.028801,7.1958823,-18.14724,5.6520953,9.973894,6.903198,-20.357607,5.82699,2427.9104904576043,414.12039036460874,4471.36962890625,990.6710530524455,0.15217472956730768,0.041533091740065864,0.42600986,0.2846638,0.097870804,0.028200489,95.703125,metal,metal.00064.wav,2
-101.74708,49.120407,96.089165,24.648968,-60.2653,25.305208,49.961998,14.364387,-13.211097,15.801627,19.621054,11.088526,-6.5738134,13.483592,22.928005,7.563014,-14.227698,8.914039,19.980042,6.998254,-16.64864,6.2597046,11.175725,5.9068666,-18.818363,7.759005,2508.8818309328876,593.7467414069489,4458.118426983173,1146.1841116101282,0.1685096153846154,0.053537034295651924,0.42248958,0.29643917,0.09359424,0.033203036,95.703125,metal,metal.00064.wav,3
-87.459045,38.67205,69.21983,18.491997,-35.233746,17.850285,63.85577,12.361843,-3.3624291,11.372489,25.253315,8.879553,-24.78359,7.3435097,22.157972,6.48064,-19.051836,6.911784,20.915403,6.6401043,-18.362362,7.137241,13.567904,5.452674,-16.019653,6.0986657,2935.173759896833,438.0099564276988,5586.78955078125,936.3142863343828,0.1851787860576923,0.0415384057308159,0.45300394,0.2750441,0.09510181,0.027042577,92.28515625,metal,metal.00064.wav,4
-112.66637,38.22185,94.05334,17.158278,-55.069717,20.737556,62.98648,9.9606285,-5.4091926,10.265581,15.1269455,10.354143,-10.871036,12.289368,16.705696,10.00063,-13.520106,9.060284,18.441341,6.8074436,-19.353733,7.6621118,15.343851,6.197411,-19.77631,4.968393,2437.4435123964527,338.8120379435377,4354.013671875,789.589228877041,0.16346153846153846,0.040379028492791375,0.4042806,0.28336427,0.08989074,0.026954887,95.703125,metal,metal.00064.wav,5
-92.34231,39.932228,92.030754,17.419521,-66.00182,27.204508,57.381443,13.928998,-0.67885226,13.8554325,19.327269,13.800721,-11.812378,11.713484,18.208923,9.70311,-15.543257,8.909637,16.496147,5.9812098,-17.360369,5.855349,14.83905,5.4487042,-15.828472,6.298833,2478.633638412022,353.0081939096918,4348.796011117788,930.4908847967985,0.17498497596153847,0.03651206418218194,0.45254752,0.2758221,0.10122149,0.01987463,92.28515625,metal,metal.00064.wav,6
-156.91824,91.20003,73.77921,30.194715,-19.465748,32.984013,48.042587,14.419805,-8.969624,17.16819,24.446255,10.089773,-15.930939,9.927161,24.284025,8.237632,-20.109686,9.703181,13.839838,8.521531,-16.740501,8.673068,12.72975,5.8494377,-11.813273,8.034342,2915.4652609963605,796.5583694191048,5800.133901742788,1496.2776919087519,0.1771521935096154,0.09273385447623905,0.46839958,0.2852543,0.06882872,0.040595535,95.703125,metal,metal.00064.wav,7
-88.60226,33.487293,77.18726,20.946522,-52.140896,22.521532,58.354267,13.790631,-9.387884,12.050626,17.643745,12.227554,-17.728561,9.687329,21.101587,10.069171,-19.325811,8.564207,16.532326,7.9455504,-20.40995,5.434058,15.233224,5.5788727,-16.063168,6.4550366,2804.4672438171046,518.4895971010991,5065.106295072115,1153.214694815859,0.19525240384615383,0.052485194629782655,0.4059925,0.28367442,0.09741272,0.022194944,95.703125,metal,metal.00064.wav,8
-102.646194,42.810448,93.87113,19.94319,-50.17518,18.344915,61.067623,9.825728,-5.952387,8.417046,17.600113,7.983596,-9.205657,11.601054,18.876066,10.175101,-11.286993,7.860383,19.367857,6.4058557,-16.32346,6.387034,11.186396,5.3717513,-24.320944,8.108951,2431.9995698064863,382.9034812125655,4511.2060546875,851.6626313753403,0.15174654447115385,0.03725617518291839,0.42473054,0.29448998,0.09705098,0.02971104,95.703125,metal,metal.00064.wav,9
-45.96188,17.27719,70.412415,13.795121,-42.049698,9.344664,53.93767,10.270083,-16.132637,7.5286117,37.330093,7.4382353,-7.384467,9.114627,31.42123,4.9245424,-15.58095,5.7976093,21.836573,6.1017675,-9.691295,5.517406,17.791441,5.6006107,-11.265871,5.637798,2880.611241747041,392.7768577968163,5493.948317307692,587.1227655027561,0.1719012920673077,0.048556988777125165,0.50428665,0.27773052,0.14671135,0.027191082,95.703125,metal,metal.00003.wav,0
-43.56322,17.83516,72.2067,14.229407,-43.875263,9.945127,53.37749,7.8537116,-16.91365,9.266692,35.447742,7.927207,-10.303863,6.654909,30.193611,6.4610443,-13.926392,6.072905,19.41971,4.2977653,-9.608795,5.8232393,14.737923,4.0402927,-12.487211,5.115991,2875.8639983498233,396.13001674013225,5471.835374098558,585.9555884773791,0.18358999399038461,0.05603691549048003,0.5123208,0.26340964,0.138911,0.025302421,95.703125,metal,metal.00003.wav,1
-47.166893,18.9007,75.107285,14.731093,-46.571156,10.635287,51.98204,7.9720597,-15.70795,6.947404,34.126312,7.6714783,-10.335103,8.87319,28.78854,5.862302,-13.171443,8.974411,22.499914,7.006527,-10.706838,5.6921268,13.894346,5.693944,-14.331978,6.877139,2774.993695486781,401.17767380129584,5282.674466646635,619.3452216701859,0.16781475360576922,0.0519137014037583,0.47685328,0.27708167,0.14156535,0.030799884,95.703125,metal,metal.00003.wav,2
-31.39605,16.288898,67.87438,14.724004,-55.666157,13.464018,52.218197,8.302666,-8.174784,6.2861543,45.508755,8.901099,-6.3766956,9.339286,21.0693,9.265517,-18.466553,5.2195144,25.588362,7.525453,-3.6205058,8.471388,18.409958,4.0263333,-13.822655,7.3767157,2829.413512906672,411.5411473846863,5231.326059194712,634.7796267050495,0.17326096754807693,0.047707536723478154,0.3998856,0.2997379,0.17315537,0.02243504,99.38401442307692,metal,metal.00003.wav,3
-40.119476,19.693754,78.27905,15.885086,-55.372017,16.806244,53.579464,8.715201,-11.206757,7.806224,36.112667,7.225395,-8.925367,8.399128,27.864775,9.032244,-16.331877,5.220753,22.259687,4.9607944,-6.645213,7.0630507,15.876108,5.851542,-11.505465,6.2397513,2721.8455118717234,421.9812322874735,5055.085073617788,746.2346934921081,0.1768291766826923,0.04785141346814621,0.5557789,0.2594331,0.14521247,0.03029941,99.38401442307692,metal,metal.00003.wav,4
-29.9637,12.05146,69.06427,11.098812,-63.846764,8.283899,51.91621,6.1846614,-8.536276,5.097621,43.372738,7.041248,-5.3952026,6.8968477,18.008503,7.829884,-16.663816,6.6159625,25.934446,5.8507323,0.12946491,7.080171,19.505362,4.778442,-14.108028,6.1209526,2777.179877596507,254.70918499424135,5005.061786358173,324.9477868826447,0.17550706129807692,0.03138188650924195,0.36408237,0.29138035,0.17190316,0.018010106,99.38401442307692,metal,metal.00003.wav,5
-44.151943,21.72805,74.71833,16.806026,-45.58775,10.025289,55.902706,10.401493,-14.080593,6.9197326,36.532467,7.2504134,-8.685941,7.3141923,29.687662,5.583,-14.717334,7.4554524,19.852882,5.260917,-8.85864,5.6772656,15.532898,5.5682087,-13.018541,4.451424,2789.7288915217414,420.6494359962509,5320.7716721754805,632.6273989969471,0.1677734375,0.0524724593254548,0.5722583,0.2479263,0.14404128,0.028910583,198.76802884615384,metal,metal.00003.wav,6
-52.92199,25.226416,83.27798,13.544112,-41.8399,11.66738,52.43281,9.157098,-10.591324,8.58043,34.548225,7.7377257,-9.020551,7.9273787,33.747913,6.0123744,-11.499946,8.705934,20.849394,6.1820607,-9.129436,6.730087,13.253705,6.3002048,-14.527069,5.567175,2597.1408090560594,363.6989766765761,5159.2726487379805,691.4241240251893,0.14116962139423078,0.04314928383733941,0.46858588,0.28090808,0.14702715,0.032255027,99.38401442307692,metal,metal.00003.wav,7
-49.058365,18.82647,85.50264,14.167546,-43.12315,13.599378,51.30574,10.699454,-11.923853,11.417127,33.619015,8.106393,-8.704005,7.955716,29.709585,7.0779276,-13.229605,7.2727923,23.488232,6.2057257,-6.7549357,6.1159406,15.301287,6.700886,-13.49893,6.312609,2553.6295004209237,335.71387884085465,5003.902306189904,614.3146631267579,0.13968599759615385,0.03391518618803847,0.49220112,0.28820494,0.145692,0.027682865,99.38401442307692,metal,metal.00003.wav,8
-50.64921,19.913921,78.33555,13.816079,-40.409218,11.477691,53.98992,10.87326,-10.717764,8.645737,32.355484,9.903002,-8.3705845,8.629815,33.7163,7.755378,-12.24386,6.0268703,19.805593,5.093274,-9.228502,5.4418845,16.07551,5.1763854,-13.418614,5.22419,2721.508681496412,377.7892411393261,5323.504732572115,723.6985719058924,0.15312124399038463,0.03999257533022688,0.5424299,0.24937755,0.13852686,0.027302964,99.38401442307692,metal,metal.00003.wav,9
-86.70771,19.492708,82.73035,13.570208,-17.988962,6.8919053,74.0535,6.0796943,-11.417749,6.459089,25.837658,5.821126,-18.776922,5.7119956,26.18919,4.5287137,-11.9003725,5.68332,23.268976,5.517768,-12.227905,5.159772,13.784587,4.1162047,-14.664229,4.4232683,2593.8164504848105,382.1299609002926,5308.514310396635,672.8079865754895,0.14211989182692308,0.03213176901498919,0.58676493,0.2434171,0.10835125,0.017327558,107.666015625,metal,metal.00017.wav,0
-89.395256,19.31477,82.81095,11.887066,-18.217594,5.944144,74.87556,5.0395865,-10.267718,5.8645773,24.924147,5.8589706,-17.65863,6.185307,25.393137,4.8754425,-11.137906,5.6243258,22.429022,5.3278723,-12.2298355,5.312878,14.547949,4.7060695,-13.766956,4.3889637,2568.4070540968864,350.9332810664766,5220.228177584135,617.7961502838144,0.14011793870192307,0.03410504404456747,0.5943654,0.23784164,0.106024966,0.018519826,107.666015625,metal,metal.00017.wav,1
-67.81845,24.591766,75.10066,14.116201,-19.545027,8.325416,67.622894,10.940305,-17.930128,7.8345475,33.44394,8.062801,-18.812624,4.8731184,23.215002,5.3568873,-18.540623,7.2381835,17.143,5.5971637,-12.2720585,5.403872,18.409184,5.0013685,-12.551638,4.4481177,2901.1100559856,458.54939959564183,5674.413123497596,608.6136368886857,0.19307016225961537,0.05712530088558445,0.60893035,0.22119395,0.11015102,0.020894125,107.666015625,metal,metal.00017.wav,2
-72.13726,18.936987,80.65332,15.753365,-22.210707,11.705836,69.92595,10.405162,-10.695512,8.603186,23.582617,7.6180925,-20.495564,8.472212,26.912466,6.983923,-16.183718,6.336954,22.279331,6.739342,-13.303069,5.638777,15.0297985,4.6517143,-15.143006,5.026585,2715.4164813919333,473.21540437161775,5421.315166766827,748.6016041008676,0.1611853966346154,0.04960785357665211,0.5488634,0.2519538,0.112258576,0.01610042,143.5546875,metal,metal.00017.wav,3
-72.10389,20.822575,81.94728,12.661875,-27.116789,13.979451,67.788124,12.233517,-10.439345,8.032205,23.83921,9.919847,-19.117191,9.1499,27.644249,6.5464993,-14.444794,6.969795,22.831038,6.622597,-12.178676,6.1607156,15.999215,5.745112,-15.721978,6.1803527,2669.709026255104,376.77311202504666,5263.460223858173,742.4709500933019,0.1587176983173077,0.03548396351622037,0.5491714,0.2455779,0.11092696,0.018378837,143.5546875,metal,metal.00017.wav,4
-67.90579,20.800734,76.683716,18.632986,-21.380705,14.157175,67.31937,8.888962,-14.041725,9.724188,24.187489,6.473909,-20.0619,8.590574,27.743753,7.075291,-16.086042,7.2555065,22.773203,6.9214516,-13.989626,5.376873,14.035131,5.7731295,-15.465634,6.239917,2874.504357837731,562.1321696615471,5602.773813100962,826.716229810166,0.18652719350961539,0.06120530658690725,0.58060676,0.24047236,0.110329054,0.020176455,143.5546875,metal,metal.00017.wav,5
-70.999275,21.334112,82.61317,17.106949,-26.07117,14.410904,67.79004,12.605179,-12.666503,8.853433,25.678032,7.8793755,-20.132914,9.829685,29.287685,6.5797505,-15.995632,7.2319555,21.480747,7.386969,-13.882538,6.2315254,13.179831,6.3192677,-12.124754,6.616959,2688.1997390467236,424.8356391677803,5377.337740384615,755.1892557478716,0.1646446814903846,0.041992322722847586,0.5754963,0.23728855,0.11410386,0.019908527,143.5546875,metal,metal.00017.wav,6
-73.925224,22.958122,84.68719,17.525679,-24.965324,14.332906,69.21049,11.765426,-12.082489,8.59277,24.602222,9.489388,-19.901972,8.62512,27.765444,7.162201,-15.93199,6.947445,21.804966,5.709696,-12.187261,5.9926567,14.036264,6.0885863,-14.588198,4.820543,2641.8363904220946,487.99036140625714,5243.169320913462,843.6626128183545,0.15725661057692308,0.046807529263760674,0.5518775,0.25720996,0.11589407,0.020671248,112.34714673913044,metal,metal.00017.wav,7
-72.24391,21.1052,89.27801,15.8278475,-28.9647,15.955604,64.15137,13.200695,-13.956163,8.285265,24.763311,8.942767,-17.344065,10.096734,28.213068,7.029122,-13.050351,7.7487354,23.514254,6.6564817,-11.927229,5.580348,14.281339,5.604456,-13.597093,6.1366863,2530.1804572853152,348.281645162997,5082.001577524038,715.0190613150685,0.14962064302884615,0.0334954074436118,0.5842518,0.25023797,0.11446385,0.02101269,107.666015625,metal,metal.00017.wav,8
-87.51588,19.18318,83.96376,11.050479,-15.414063,6.5027323,77.64544,4.625202,-5.544732,4.979244,27.95164,5.1583185,-14.739784,4.1178536,29.512722,4.5869837,-9.188079,3.6546493,25.517698,4.782019,-8.508042,4.5038643,17.717108,4.29341,-9.37872,3.6568508,2392.457353261017,287.20082004078307,5081.256197415865,511.54094693583016,0.11784855769230769,0.016550763354034125,0.6450038,0.21308474,0.12885968,0.020744063,103.359375,metal,metal.00017.wav,9
19.939957,27.573307,73.87475,23.179714,-62.437298,15.208135,40.0988,16.071436,-26.463129,13.535624,15.6268,12.894632,-21.185833,14.655406,31.848288,12.408936,-21.544054,10.149493,16.157166,7.8467317,-14.480025,7.1300707,11.959627,6.792728,-13.952406,6.7005296,2813.1783832466845,360.73937760566696,5198.446514423077,673.5111379873531,0.1894756610576923,0.043251859650314035,0.48066735,0.25688776,0.252518,0.05798084,89.10290948275862,metal,metal.00016.wav,0
23.819324,20.052618,75.0624,24.23795,-61.24112,11.907743,43.315598,14.950629,-25.13394,13.327635,18.675266,9.304284,-17.338661,14.90233,35.714386,11.891229,-19.328722,9.5511465,16.513199,8.949176,-14.182204,6.8382444,15.395992,6.6048512,-13.154181,6.264805,2831.3167899564696,456.60035712408205,5153.309607872596,824.6455637689172,0.1933067908653846,0.0510434305210036,0.5033369,0.26053324,0.25901294,0.05166609,135.99917763157896,metal,metal.00016.wav,1
25.892067,15.828463,80.819244,14.757541,-53.67048,16.227371,62.59593,11.640976,-13.657257,7.5401993,26.987078,9.650939,-17.643923,8.835739,30.431543,9.411796,-14.7412,6.426829,17.067299,6.5644727,-12.397426,4.828647,13.626723,7.5354385,-10.434999,5.5769925,2771.431270749678,362.5961486942565,5024.6901292067305,698.2535517651831,0.19009915865384616,0.03328858660157537,0.6023513,0.22569557,0.25751397,0.029182354,184.5703125,metal,metal.00016.wav,2
26.03424,14.275734,88.43422,14.009795,-55.853153,12.00848,54.82621,11.336376,-15.404363,8.795388,25.05558,9.007394,-18.382019,8.3655205,29.98968,6.6662936,-13.489823,8.422731,15.835419,6.0281677,-13.8024,6.1784964,9.695923,8.328058,-13.59903,8.050929,2578.111343920544,314.76944685196025,4824.4313401442305,691.4336028340257,0.1595440204326923,0.03619023947324652,0.45853654,0.272675,0.27958807,0.033284094,92.28515625,metal,metal.00016.wav,3
21.040262,15.460328,82.279045,16.602888,-46.222134,13.819523,60.225418,10.308856,-12.7776165,9.032683,26.526806,7.1457067,-19.34392,9.4422655,33.28294,5.876077,-15.953185,7.356586,21.332966,8.248575,-11.054246,7.374602,12.086298,6.238108,-12.634409,8.043416,2683.352800970957,417.77463642085314,5143.454026442308,843.7651610575454,0.15125075120192308,0.03887749174899978,0.5121953,0.26689604,0.2970983,0.042238772,117.45383522727273,metal,metal.00016.wav,4
30.459179,15.130788,79.47661,16.007938,-46.927677,17.396746,53.660767,12.348565,-12.957651,10.423564,24.795395,12.10036,-20.143679,9.016779,29.493898,9.4035425,-17.346935,8.122024,16.652197,7.808676,-12.753369,6.7980604,10.89587,6.5041523,-13.908005,6.506129,2790.879194322199,388.2660877099244,5308.348670372596,805.4312594929821,0.1796161358173077,0.03586668412994585,0.51942456,0.26627478,0.27153394,0.029163098,184.5703125,metal,metal.00016.wav,5
33.322506,20.552086,83.158264,15.841405,-47.758556,13.336146,48.64073,13.20586,-17.104914,14.962308,21.998821,11.398715,-16.058048,12.689119,31.099215,12.08258,-16.023027,8.399553,13.504465,8.703002,-11.75969,7.479665,9.756381,7.2318063,-14.127641,7.330867,2709.1583678602306,319.593135898983,5205.65185546875,714.4430066143162,0.172998046875,0.03084915422745732,0.46636787,0.26184636,0.27523628,0.030105727,184.5703125,metal,metal.00016.wav,6
22.861721,18.933767,83.709236,16.07396,-52.894913,15.771002,59.2017,12.4768505,-9.382328,11.126363,24.421364,10.925512,-19.715355,8.749268,31.398827,9.097448,-12.986947,7.427312,18.78186,8.166463,-12.50539,5.861879,13.309783,7.7176623,-10.332818,6.268409,2661.747402622128,337.29757979705465,4892.012469951923,755.3640774097431,0.17750901442307693,0.03659404819851181,0.52499074,0.25589308,0.27012312,0.036217704,92.28515625,metal,metal.00016.wav,7
37.850246,17.890177,81.65066,16.2516,-45.31119,16.772797,47.47198,11.338428,-14.915318,12.899337,20.700476,12.769697,-16.298508,11.009959,27.244328,13.537489,-15.230989,8.746473,15.611124,11.604507,-10.326013,7.817619,11.733853,8.657191,-12.566736,8.115357,2761.109242906779,356.1693903099019,5322.759352463942,818.078911713023,0.17338115985576924,0.02900350374811924,0.48198086,0.25122774,0.27779835,0.027384967,92.28515625,metal,metal.00016.wav,8
16.49785,22.558258,76.13948,18.797033,-54.169125,10.918312,49.61292,8.547561,-22.077,12.741455,21.5039,8.989831,-14.5548,11.340745,34.912876,12.938284,-19.157587,8.807215,16.18207,8.180322,-14.612338,7.4174376,10.547793,6.3905525,-15.831444,7.136898,2830.288813023463,389.35792937378477,5226.1912184495195,636.727884769459,0.191650390625,0.04818679066736995,0.46952653,0.26247597,0.24104261,0.057599247,129.19921875,metal,metal.00016.wav,9
-63.076622,29.841402,109.305244,22.199762,-38.972084,16.55939,59.85541,10.0880995,-20.017351,7.782021,17.106043,10.0266905,-23.615047,7.7741914,22.690073,7.8954625,-8.347962,5.5388207,20.545105,6.5227017,-12.036855,5.99076,12.742563,5.366067,-12.939594,5.340465,2324.0232472391504,523.7148517535727,4608.0226487379805,1003.1272166789892,0.13588115985576923,0.04425369373504359,0.4266132,0.2691175,0.13034935,0.025945693,107.666015625,metal,metal.00002.wav,0
-62.746384,21.669975,111.33721,15.067951,-51.99392,12.302435,61.148857,9.505801,-21.555265,7.131343,12.216917,8.680457,-22.069519,6.9261727,23.74434,7.530746,-5.3993983,7.4155135,16.720854,6.168562,-13.918707,5.5337586,11.162148,5.9921193,-8.633259,5.252388,2240.742098745983,246.80758841343703,4226.305213341346,620.7853541524746,0.14537635216346154,0.019506706753050374,0.3585131,0.27381402,0.13553,0.017122166,112.34714673913044,metal,metal.00002.wav,1
-55.160133,32.200535,118.11785,17.026848,-48.779713,13.429905,48.762714,18.996357,-26.331772,7.2380652,22.177698,14.211304,-18.315794,6.981964,20.356792,7.4602156,-9.455489,6.328231,19.537876,6.148367,-10.323201,5.103555,9.246947,6.263548,-13.855889,6.419963,2161.5030613386334,338.47605164112514,4339.0232496995195,725.5621514367288,0.12587139423076923,0.025640898606401372,0.48902193,0.25977537,0.13634136,0.027080508,112.34714673913044,metal,metal.00002.wav,2
-59.063053,27.270025,116.54043,12.238387,-50.47978,9.64853,58.52749,11.880816,-25.78568,10.377371,17.6921,7.1440983,-27.338837,7.117824,20.352974,7.6614175,-7.5072246,6.192714,17.788345,6.986317,-11.493629,9.580592,8.091206,7.131135,-13.186867,5.9721136,2171.7598705816968,230.8108485669194,4285.107421875,496.6678211538541,0.12987530048076923,0.02420121949386984,0.3944551,0.26721716,0.13485566,0.021869577,112.34714673913044,metal,metal.00002.wav,3
-55.875675,27.527678,120.915085,15.237379,-48.075844,15.084729,52.761677,16.069399,-30.41328,7.3381305,21.703724,9.89148,-17.863731,8.856609,21.765757,6.92894,-5.7187023,9.516805,21.711597,5.0158763,-10.529471,6.8741045,10.1089945,5.8980803,-13.834798,5.6046724,2130.3134822671695,303.76457239656065,4373.3935546875,735.4674662878855,0.12226186899038462,0.020876301840716375,0.47035655,0.26899698,0.13811272,0.022986557,112.34714673913044,metal,metal.00002.wav,4
-58.758884,29.774841,118.00934,18.254084,-46.399113,17.392958,49.00286,14.096625,-25.161207,8.662333,22.65811,8.536582,-20.740622,8.494476,18.074505,6.729493,-9.170995,8.038875,23.657877,7.1647553,-6.7223325,5.52365,8.222731,4.891115,-16.36263,9.654235,2189.0172909544635,445.86998900472395,4410.662560096154,956.352999739592,0.1302208533653846,0.03406858908845356,0.45148504,0.27055472,0.13274439,0.024559405,107.666015625,metal,metal.00002.wav,5
-56.256886,30.094448,116.13884,15.169577,-47.338177,12.74255,54.71107,13.732855,-25.862402,10.997366,17.590107,7.653903,-24.34795,8.667832,20.89563,6.6268744,-6.8521957,6.3636417,20.661156,7.9202905,-9.131197,10.078646,10.450426,7.2437654,-13.573021,7.397715,2160.7818339002697,286.140364503799,4333.060208834135,639.5914992726633,0.12437650240384615,0.03147111662743894,0.37719265,0.27131796,0.14141731,0.023057396,112.34714673913044,metal,metal.00002.wav,6
-56.87524,29.209879,115.471634,20.919685,-42.292973,20.91598,51.57359,14.777505,-28.602406,8.658759,21.802795,10.181755,-17.992489,10.606117,21.126368,6.1621175,-8.949784,10.16816,22.279423,6.4682903,-9.158236,6.1816506,10.051938,5.864384,-17.237919,6.6918426,2270.90121396743,498.9264299073623,4676.9288987379805,1062.7337601022475,0.1318584735576923,0.037175730895799765,0.46436173,0.26659378,0.13423385,0.02477534,117.45383522727273,metal,metal.00002.wav,7
-61.430836,26.515919,110.825424,14.866837,-32.39194,14.711643,46.103905,15.373229,-24.606262,5.238534,29.19683,9.031213,-23.435513,6.5422077,20.464588,5.374045,-13.4711685,5.4503,24.251266,4.934674,-9.882894,6.0917335,7.793324,6.611669,-22.106289,7.0875645,2247.9029440590853,298.33138950932636,4680.076059194712,670.0080056253823,0.12635216346153846,0.023383330396721844,0.4538993,0.27761713,0.12816843,0.02427912,112.34714673913044,metal,metal.00002.wav,8
-96.466064,36.90213,116.023254,21.275457,-21.24893,13.627423,60.80532,10.875764,-20.917036,8.099384,19.782698,8.51269,-21.133034,5.6436934,19.653906,4.9078994,-9.925111,7.733427,16.937159,4.9630466,-14.961398,6.3395042,9.816515,4.829839,-14.579135,4.819175,2091.3590352886695,452.6507741355298,4544.996619591346,906.3050185471659,0.09941030649038461,0.032978312205578945,0.44277695,0.28191242,0.10775634,0.026068816,112.34714673913044,metal,metal.00002.wav,9
-117.76993,19.39327,60.699657,9.863812,-49.748882,8.258975,75.645355,8.716877,-9.994937,6.877971,25.710604,6.7825933,-14.362687,5.961746,33.813297,5.076665,-7.6324086,5.006866,26.2878,4.6954346,-2.378385,4.6848407,14.728773,5.0650735,-15.1289215,5.196505,2909.144776087962,197.20178313686105,5250.209021935096,354.1062665316055,0.18617037259615385,0.03291743426780001,0.437867,0.26118472,0.07720748,0.00973732,151.99908088235293,metal,metal.00014.wav,0
-109.21707,18.293467,64.043724,10.738165,-53.351128,10.812757,74.28973,8.761464,-14.167706,5.2366476,25.233932,6.6828604,-17.935741,6.2140503,34.796894,5.99269,-9.843901,5.051907,25.034363,5.0003266,-8.552893,4.107432,14.945481,5.4854646,-17.393778,4.723968,2949.7423314518787,236.99468152143643,5292.9441481370195,487.289254106556,0.1967998798076923,0.03117566358201495,0.5667431,0.23216121,0.0761403,0.0071947495,161.4990234375,metal,metal.00014.wav,1
